timestamp,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore
2025-09-01 00:00:00,4392.78,4392.78,4387.08,4389.05,191.1677,1756684979999,839185.50381200,1020,53.31170000,234013.42819300,0
2025-09-01 00:03:00,4389.06,4391.4,4372.86,4382.82,727.2916,1756685159999,3184615.66803000,2302,292.10010000,1278774.53426200,0
2025-09-01 00:06:00,4382.81,4398.63,4379.22,4391.8,656.4109,1756685339999,2881645.84708500,1847,388.39900000,1705225.10015800,0
2025-09-01 00:09:00,4391.89,4394.4,4386.6,4392.08,236.9645,1756685519999,1040442.00604400,1498,101.20700000,444328.21789000,0
2025-09-01 00:12:00,4392.12,4393.4,4387.81,4387.82,159.9811,1756685699999,702380.00867400,1002,74.35610000,326444.62808200,0
2025-09-01 00:15:00,4387.88,4394.9,4386.61,4391.52,173.915,1756685879999,763311.98460300,1195,123.69720000,542842.20791000,0
2025-09-01 00:18:00,4391.5,4395.2,4385.81,4390.1,207.8009,1756686059999,912471.12177900,1080,99.60510000,437361.27028500,0
2025-09-01 00:21:00,4389.91,4390.29,4381.1,4385.85,345.351,1756686239999,1514247.49012700,1236,132.48850000,580998.13656300,0
2025-09-01 00:24:00,4385.77,4385.77,4365.51,4374.4,1164.7716,1756686419999,5094121.70698600,3377,496.06610000,2169178.01041000,0
2025-09-01 00:27:00,4374.72,4380.93,4371.9,4375.7,675.6832,1756686599999,2957196.91344500,1530,328.28300000,1436546.43749000,0
2025-09-01 00:30:00,4375.5,4380.59,4369.59,4377.6,229.748,1756686779999,1005199.01667900,1477,105.01220000,459494.25060500,0
2025-09-01 00:33:00,4377.9,4380.92,4364.44,4365.84,693.8196,1756686959999,3033362.72056800,1807,179.19520000,783693.68766100,0
2025-09-01 00:36:00,4366.49,4374.8,4360.77,4370.1,509.2532,1756687139999,2224079.85474700,1735,252.55780000,1103073.83893300,0
2025-09-01 00:39:00,4370.3,4385.07,4368.04,4385.07,230.6326,1756687319999,1009459.18959500,1579,128.59420000,562782.95500500,0
