timestamp,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore,timestamp_local
2025-11-03 00:00:00+00:00,3906.26,3908.99,3900.0,3904.87,484.7577,2025-11-03 01:04:59.999000+01:00,1892341.72552500,2797,183.60650000,716734.62379900,0,2025-11-03 01:00:00+01:00
2025-11-03 00:05:00+00:00,3904.89,3913.55,3904.89,3913.55,444.4087,2025-11-03 01:09:59.999000+01:00,1737398.64492500,2095,216.18570000,845137.29692900,0,2025-11-03 01:05:00+01:00
2025-11-03 00:10:00+00:00,3913.65,3913.96,3905.41,3908.78,371.9013,2025-11-03 01:14:59.999000+01:00,1454060.46697000,1987,229.22010000,896204.89149200,0,2025-11-03 01:10:00+01:00
2025-11-03 00:15:00+00:00,3908.87,3914.64,3907.53,3911.76,366.1795,2025-11-03 01:19:59.999000+01:00,1432173.34840400,1547,232.46660000,909152.95241500,0,2025-11-03 01:15:00+01:00
2025-11-03 00:20:00+00:00,3911.64,3912.84,3900.96,3901.09,383.985,2025-11-03 01:24:59.999000+01:00,1499600.59672900,1611,144.39940000,563961.86576700,0,2025-11-03 01:20:00+01:00
2025-11-03 00:25:00+00:00,3901.1,3902.27,3893.53,3893.88,484.2968,2025-11-03 01:29:59.999000+01:00,1887290.69595600,1939,133.23660000,519181.81521900,0,2025-11-03 01:25:00+01:00
2025-11-03 00:30:00+00:00,3893.87,3897.59,3888.08,3888.08,249.8612,2025-11-03 01:34:59.999000+01:00,972572.87496600,1512,76.04760000,296164.47955300,0,2025-11-03 01:30:00+01:00
2025-11-03 00:35:00+00:00,3888.07,3890.09,3886.08,3886.88,197.85,2025-11-03 01:39:59.999000+01:00,769179.76357400,1008,85.01200000,330513.97082300,0,2025-11-03 01:35:00+01:00
2025-11-03 00:40:00+00:00,3886.89,3888.62,3885.45,3888.0,265.8391,2025-11-03 01:44:59.999000+01:00,1033275.01669500,1201,132.85020000,516378.03789200,0,2025-11-03 01:40:00+01:00
2025-11-03 00:45:00+00:00,3888.11,3892.17,3883.56,3883.79,194.3291,2025-11-03 01:49:59.999000+01:00,755550.10707900,1089,71.56190000,278293.05125900,0,2025-11-03 01:45:00+01:00
2025-11-03 00:50:00+00:00,3884.12,3885.55,3873.07,3873.97,656.3834,2025-11-03 01:54:59.999000+01:00,2545042.70662900,2127,152.75530000,592140.38421400,0,2025-11-03 01:50:00+01:00
2025-11-03 00:55:00+00:00,3873.97,3874.1,3862.85,3865.09,619.3444,2025-11-03 01:59:59.999000+01:00,2395244.09677300,2461,292.00070000,1129145.53925200,0,2025-11-03 01:55:00+01:00
2025-11-03 01:00:00+00:00,3865.08,3865.08,3854.47,3857.23,593.7071,2025-11-03 02:04:59.999000+01:00,2291625.89293300,2735,223.39580000,862307.94164200,0,2025-11-03 02:00:00+01:00
2025-11-03 01:05:00+00:00,3857.52,3859.68,3850.35,3858.99,453.3788,2025-11-03 02:09:59.999000+01:00,1747663.80428300,2053,284.60660000,1097101.07632800,0,2025-11-03 02:05:00+01:00
2025-11-03 01:10:00+00:00,3858.95,3863.11,3856.0,3859.64,239.4255,2025-11-03 02:14:59.999000+01:00,924065.10683000,1368,162.60560000,627576.29800300,0,2025-11-03 02:10:00+01:00
2025-11-03 01:15:00+00:00,3859.64,3861.89,3853.98,3857.44,153.1968,2025-11-03 02:19:59.999000+01:00,591124.16373800,1235,99.15740000,382647.28097200,0,2025-11-03 02:15:00+01:00
2025-11-03 01:20:00+00:00,3857.51,3857.99,3851.04,3851.17,85.8472,2025-11-03 02:24:59.999000+01:00,330835.14168100,1022,33.05650000,127400.12382900,0,2025-11-03 02:20:00+01:00
2025-11-03 01:25:00+00:00,3851.16,3853.19,3841.28,3849.24,870.981,2025-11-03 02:29:59.999000+01:00,3350806.24461200,2951,365.69600000,1407092.86263700,0,2025-11-03 02:25:00+01:00
2025-11-03 01:30:00+00:00,3849.12,3853.19,3847.44,3847.45,253.0103,2025-11-03 02:34:59.999000+01:00,974129.91662200,1022,114.48610000,440763.00083900,0,2025-11-03 02:30:00+01:00
2025-11-03 01:35:00+00:00,3847.44,3847.44,3829.21,3842.04,1230.005,2025-11-03 02:39:59.999000+01:00,4718599.60768500,3629,654.02260000,2509395.70044200,0,2025-11-03 02:35:00+01:00
2025-11-03 01:40:00+00:00,3841.92,3845.89,3837.71,3842.65,142.194,2025-11-03 02:44:59.999000+01:00,546191.72926400,1041,111.66140000,428917.19454700,0,2025-11-03 02:40:00+01:00
2025-11-03 01:45:00+00:00,3843.16,3846.65,3839.16,3842.15,154.1621,2025-11-03 02:49:59.999000+01:00,592566.46220000,860,90.37430000,347430.36824300,0,2025-11-03 02:45:00+01:00
2025-11-03 01:50:00+00:00,3841.98,3843.11,3836.64,3839.02,59.7051,2025-11-03 02:54:59.999000+01:00,229234.13473500,758,29.77430000,114318.61119300,0,2025-11-03 02:50:00+01:00
2025-11-03 01:55:00+00:00,3838.87,3840.07,3836.4,3838.2,49.1755,2025-11-03 02:59:59.999000+01:00,188757.61378900,713,35.32970000,135614.74779700,0,2025-11-03 02:55:00+01:00
2025-11-03 02:00:00+00:00,3838.08,3842.64,3831.21,3834.15,220.2784,2025-11-03 03:04:59.999000+01:00,844915.36301500,1330,83.84770000,321775.01637300,0,2025-11-03 03:00:00+01:00
2025-11-03 02:05:00+00:00,3834.0,3836.79,3823.77,3830.07,548.3473,2025-11-03 03:09:59.999000+01:00,2100105.58300400,2588,183.75910000,703843.55347700,0,2025-11-03 03:05:00+01:00
2025-11-03 02:10:00+00:00,3830.06,3838.07,3825.85,3835.08,201.6817,2025-11-03 03:14:59.999000+01:00,773054.33214900,1323,88.12000000,337738.06943200,0,2025-11-03 03:10:00+01:00
2025-11-03 02:15:00+00:00,3834.96,3835.68,3820.51,3826.35,304.1916,2025-11-03 03:19:59.999000+01:00,1164094.64388400,1600,136.12470000,520791.82986100,0,2025-11-03 03:15:00+01:00
2025-11-03 02:20:00+00:00,3826.67,3833.82,3826.67,3832.68,178.0377,2025-11-03 03:24:59.999000+01:00,682087.48611800,1125,97.46420000,373379.27686200,0,2025-11-03 03:20:00+01:00
2025-11-03 02:25:00+00:00,3832.79,3834.47,3813.08,3814.3,637.5942,2025-11-03 03:29:59.999000+01:00,2435246.59812100,2378,222.20240000,848317.91284200,0,2025-11-03 03:25:00+01:00
2025-11-03 02:30:00+00:00,3814.29,3814.29,3786.97,3800.06,2913.0305,2025-11-03 03:34:59.999000+01:00,11070874.60488000,7339,1526.34120000,5798996.18273600,0,2025-11-03 03:30:00+01:00
2025-11-03 02:35:00+00:00,3800.06,3803.99,3790.0,3794.16,676.5973,2025-11-03 03:39:59.999000+01:00,2568838.32447600,2112,388.07760000,1473592.01785600,0,2025-11-03 03:35:00+01:00
2025-11-03 02:40:00+00:00,3793.92,3798.14,3790.01,3796.06,312.9008,2025-11-03 03:44:59.999000+01:00,1187044.69726500,1500,166.23470000,630622.16384000,0,2025-11-03 03:40:00+01:00
2025-11-03 02:45:00+00:00,3795.64,3796.94,3788.87,3791.43,452.1636,2025-11-03 03:49:59.999000+01:00,1714694.36794000,2068,239.01450000,906449.97309600,0,2025-11-03 03:45:00+01:00
2025-11-03 02:50:00+00:00,3791.77,3812.25,3790.48,3812.24,524.6336,2025-11-03 03:54:59.999000+01:00,1994895.39023900,1845,349.04400000,1327188.70983700,0,2025-11-03 03:50:00+01:00
2025-11-03 02:55:00+00:00,3812.23,3812.66,3797.29,3799.95,575.1067,2025-11-03 03:59:59.999000+01:00,2187959.87744600,1657,129.42390000,492212.11250300,0,2025-11-03 03:55:00+01:00
