timestamp,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore,timestamp_local
2025-10-24 00:00:00+00:00,3858.6,3861.59,3852.62,3856.29,431.2455,2025-10-24 02:04:59.999000+02:00,1663261.08971500,1422,177.12630000,683067.57665100,0,2025-10-24 02:00:00+02:00
2025-10-24 00:05:00+00:00,3856.2,3856.2,3849.74,3852.9,181.8262,2025-10-24 02:09:59.999000+02:00,700454.96482800,1009,71.36770000,274857.88019700,0,2025-10-24 02:05:00+02:00
2025-10-24 00:10:00+00:00,3852.97,3862.12,3849.6,3857.88,407.7972,2025-10-24 02:14:59.999000+02:00,1573237.48240200,1538,230.97610000,891156.81942700,0,2025-10-24 02:10:00+02:00
2025-10-24 00:15:00+00:00,3857.76,3864.31,3852.11,3862.8,274.6425,2025-10-24 02:19:59.999000+02:00,1059709.33122000,1607,186.61240000,719977.70759200,0,2025-10-24 02:15:00+02:00
2025-10-24 00:20:00+00:00,3863.03,3864.87,3853.68,3855.72,237.9987,2025-10-24 02:24:59.999000+02:00,918485.97746000,1236,112.52120000,434264.25648800,0,2025-10-24 02:20:00+02:00
2025-10-24 00:25:00+00:00,3855.72,3856.19,3849.72,3850.71,260.9458,2025-10-24 02:29:59.999000+02:00,1005254.35600000,1058,118.56840000,456686.16301600,0,2025-10-24 02:25:00+02:00
2025-10-24 00:30:00+00:00,3850.72,3857.56,3847.5,3856.8,214.8828,2025-10-24 02:34:59.999000+02:00,827419.14097600,1261,73.95590000,284788.92741200,0,2025-10-24 02:30:00+02:00
2025-10-24 00:35:00+00:00,3857.04,3863.51,3855.0,3861.84,215.2661,2025-10-24 02:39:59.999000+02:00,830875.70727700,1086,113.06930000,436366.61046100,0,2025-10-24 02:35:00+02:00
2025-10-24 00:40:00+00:00,3861.73,3868.35,3861.49,3863.76,379.1265,2025-10-24 02:44:59.999000+02:00,1465581.37821100,1627,226.18730000,874344.81616300,0,2025-10-24 02:40:00+02:00
2025-10-24 00:45:00+00:00,3863.76,3870.61,3863.76,3869.28,220.2592,2025-10-24 02:49:59.999000+02:00,852121.52915200,1644,128.72350000,498040.95728200,0,2025-10-24 02:45:00+02:00
