timestamp,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore
2025-07-01 00:00:00,2486.16,2490.5,2485.61,2488.19,578.0113,1751328299999,1438042.60061200,1170,288.78020000,718440.94371100,0
2025-07-01 00:05:00,2488.19,2494.98,2485.82,2494.98,372.2775,1751328599999,927132.28870700,1027,237.87940000,592556.32008800,0
2025-07-01 00:10:00,2494.99,2495.64,2491.81,2493.49,253.0504,1751328899999,631110.93182700,825,69.38520000,173043.71403900,0
2025-07-01 00:15:00,2493.49,2497.34,2493.49,2494.19,424.1534,1751329199999,1058346.19945400,969,292.52110000,729872.85339700,0
2025-07-01 00:20:00,2494.29,2495.51,2487.91,2487.92,178.2303,1751329499999,444251.44061500,750,57.99670000,144566.39840200,0
2025-07-01 00:25:00,2487.92,2488.02,2485.3,2485.3,387.8537,1751329799999,964523.02869800,905,167.78480000,417259.72204100,0
2025-07-01 00:30:00,2485.2,2485.43,2478.21,2483.88,1333.8578,1751330099999,3309323.42138000,2576,578.25740000,1434571.06078300,0
2025-07-01 00:35:00,2484.0,2488.74,2483.92,2486.16,313.1844,1751330399999,778822.32871900,1211,184.43140000,458630.28482800,0
2025-07-01 00:40:00,2486.09,2489.82,2486.0,2489.28,214.0491,1751330699999,532638.04777300,784,112.78200000,280659.56468800,0
2025-07-01 00:45:00,2489.28,2492.91,2489.28,2490.96,301.6815,1751330999999,751693.45728400,903,203.74980000,507644.36748300,0
2025-07-01 00:50:00,2491.07,2495.58,2491.07,2493.85,319.8603,1751331299999,797706.03101800,769,125.20300000,312223.23309100,0
2025-07-01 00:55:00,2493.85,2494.19,2491.61,2493.77,169.3986,1751331599999,422332.53854500,532,68.12170000,169819.03312700,0
2025-07-01 01:00:00,2493.95,2495.05,2491.13,2493.66,287.1489,1751331899999,716063.15762900,949,110.24500000,274847.78761700,0
2025-07-01 01:05:00,2493.69,2495.76,2491.92,2495.76,421.7686,1751332199999,1051706.41935100,1051,184.32110000,459613.68346800,0
2025-07-01 01:10:00,2495.77,2499.29,2494.2,2498.88,336.188,1751332499999,839364.71874000,1040,239.26320000,597392.35690700,0
2025-07-01 01:15:00,2498.99,2499.48,2496.11,2498.47,197.5231,1751332799999,493387.52266900,795,59.35800000,148246.86781800,0
2025-07-01 01:20:00,2498.47,2498.78,2495.53,2496.24,261.1677,1751333099999,651996.06957900,624,120.16240000,299965.20595500,0
2025-07-01 01:25:00,2496.23,2496.23,2492.75,2493.87,184.6579,1751333399999,460478.99826200,647,127.23690000,317270.55983200,0
2025-07-01 01:30:00,2493.87,2500.44,2492.65,2500.3,296.0328,1751333699999,739131.66314400,985,215.72420000,538643.59956400,0
2025-07-01 01:35:00,2500.3,2501.52,2496.66,2497.67,364.9949,1751333999999,912137.96015300,837,205.41800000,513353.36040700,0
2025-07-01 01:40:00,2497.6,2497.6,2493.11,2493.14,145.678,1751334299999,363445.52923800,554,48.59000000,121215.71625100,0
2025-07-01 01:45:00,2493.25,2496.0,2493.25,2494.99,133.0182,1751334599999,331854.52980700,616,83.98960000,209534.01743000,0
2025-07-01 01:50:00,2495.0,2495.22,2487.91,2487.91,290.1132,1751334899999,722597.99570400,1119,88.92520000,221495.92288100,0
2025-07-01 01:55:00,2487.91,2490.6,2487.51,2489.4,175.4072,1751335199999,436626.94506400,730,95.32120000,237266.82332600,0
2025-07-01 02:00:00,2489.45,2489.45,2486.43,2489.28,311.8063,1751335499999,775677.70640800,753,99.28940000,247010.38453000,0
2025-07-01 02:05:00,2489.4,2493.11,2489.4,2492.1,337.4133,1751335799999,840717.11545200,655,201.88490000,502971.48388700,0
2025-07-01 02:10:00,2492.11,2493.99,2489.86,2491.44,120.771,1751336099999,300979.09979000,530,56.42500000,140615.41395300,0
