timestamp,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore
2025-09-01 02:45:00,4379.6,4384.49,4367.58,4370.85,947.8509,1756694999999,4148072.37805500,3426,358.90500000,1570461.93827900,0
2025-09-01 02:50:00,4370.87,4386.36,4370.87,4383.49,723.0322,1756695299999,3164811.89271100,2754,402.02670000,1760104.96334800,0
2025-09-01 02:55:00,4383.49,4391.08,4382.91,4388.87,309.8124,1756695599999,1359126.30718800,1784,91.70470000,402306.14707000,0
2025-09-01 03:00:00,4388.88,4399.44,4375.81,4395.97,831.8815,1756695899999,3651048.51025200,2776,510.98190000,2243154.22049000,0
2025-09-01 03:05:00,4395.99,4398.72,4388.16,4388.16,477.0667,1756696199999,2096109.53035500,1990,86.85170000,381660.24305500,0
2025-09-01 03:10:00,4388.41,4390.31,4380.0,4380.04,308.7656,1756696499999,1354325.05938900,1329,76.42450000,335190.68124100,0
2025-09-01 03:15:00,4380.04,4384.52,4374.71,4379.44,226.0276,1756696799999,989735.62097300,1629,105.01250000,459939.96724300,0
2025-09-01 03:20:00,4379.01,4383.0,4372.81,4377.56,309.6118,1756697099999,1355434.33846600,1323,127.40310000,557756.46015400,0
2025-09-01 03:25:00,4377.71,4385.78,4375.15,4385.31,314.5311,1756697399999,1377452.93886200,1155,113.00450000,494891.22424400,0
2025-09-01 03:30:00,4385.3,4390.55,4373.91,4374.5,437.5046,1756697699999,1916922.89979700,1418,150.53380000,659994.71155700,0
2025-09-01 03:35:00,4374.49,4385.51,4373.5,4383.6,366.4221,1756697999999,1604663.67861500,1057,165.45230000,724670.99796300,0
2025-09-01 03:40:00,4383.59,4393.82,4383.29,4393.82,220.0251,1756698299999,965567.25009500,1132,129.59220000,568703.55533000,0
2025-09-01 03:45:00,4393.83,4400.89,4390.52,4392.2,575.9882,1756698599999,2532503.67279000,2138,262.94820000,1156124.23865600,0
2025-09-01 03:50:00,4392.21,4401.79,4387.5,4400.71,469.964,1756698899999,2065391.39625700,1823,306.03820000,1344841.67401500,0
2025-09-01 03:55:00,4400.71,4409.99,4399.19,4405.18,724.0681,1756699199999,3189945.78107800,2221,377.61820000,1663462.62698700,0
2025-09-01 04:00:00,4404.9,4406.0,4399.05,4401.13,634.2838,1756699499999,2792092.50489800,2036,289.46380000,1274087.96009800,0
2025-09-01 04:05:00,4401.18,4411.4,4396.98,4410.99,620.8149,1756699799999,2734112.61666300,2475,430.28040000,1895351.47087200,0
2025-09-01 04:10:00,4411.0,4413.15,4406.44,4406.69,212.6172,1756700099999,937775.38664000,1294,61.55470000,271500.60181100,0
2025-09-01 04:15:00,4406.69,4408.15,4389.3,4390.44,372.9041,1756700399999,1639650.31826200,1745,123.37590000,542681.72454200,0
2025-09-01 04:20:00,4390.44,4391.48,4384.76,4385.88,416.8597,1756700699999,1829230.91667800,1736,160.14130000,702609.19253200,0
2025-09-01 04:25:00,4385.88,4394.87,4383.41,4390.09,482.9044,1756700999999,2119268.45813400,2001,269.67710000,1183610.17042200,0
2025-09-01 04:30:00,4389.71,4390.2,4376.66,4380.17,449.0705,1756701299999,1968188.26027300,2389,104.72730000,459001.16585400,0
2025-09-01 04:35:00,4380.01,4382.67,4374.01,4381.4,715.3996,1756701599999,3131892.51984000,1959,236.44490000,1035292.32204700,0
2025-09-01 04:40:00,4381.39,4383.85,4378.9,4380.4,135.6439,1756701899999,594286.23855000,1202,88.00940000,385593.22112700,0
2025-09-01 04:45:00,4380.08,4382.8,4374.19,4381.4,224.7783,1756702199999,984149.22430400,1728,119.09070000,521471.33288000,0
2025-09-01 04:50:00,4381.4,4389.7,4378.4,4389.3,229.6671,1756702499999,1007242.50783500,1518,156.09310000,684568.97698300,0
2025-09-01 04:55:00,4389.3,4390.95,4384.81,4386.53,459.6632,1756702799999,2017454.32033600,1101,356.37050000,1564169.23371800,0
2025-09-01 05:00:00,4386.54,4388.6,4378.84,4388.6,208.9356,1756703099999,915961.12192000,1213,84.79190000,371709.60547100,0
2025-09-01 05:05:00,4388.59,4393.2,4369.21,4372.5,532.4935,1756703399999,2331626.86484100,2452,235.75900000,1032198.55937800,0
2025-09-01 05:10:00,4372.5,4375.97,4365.03,4375.54,359.2512,1756703699999,1570289.15377700,2531,135.63990000,592871.96940100,0
2025-09-01 05:15:00,4375.69,4377.1,4359.24,4365.67,613.332,1756703999999,2678210.70440000,2862,230.06640000,1004216.66802300,0
2025-09-01 05:20:00,4365.72,4395.64,4365.72,4392.12,759.506,1756704299999,3329157.93872500,3132,468.68510000,2054504.86715000,0
2025-09-01 05:25:00,4392.29,4395.69,4388.5,4394.2,301.2357,1756704599999,1323365.06017800,1288,176.58030000,775682.69180400,0
2025-09-01 05:30:00,4394.21,4396.29,4386.61,4390.1,326.4434,1756704899999,1433866.98570900,1564,80.13770000,352022.55945600,0
2025-09-01 05:35:00,4390.1,4401.79,4387.74,4401.61,358.4685,1756705199999,1575972.88707000,1204,180.62690000,794105.83493400,0
2025-09-01 05:40:00,4401.71,4407.3,4399.41,4405.81,453.153,1756705499999,1995269.61821600,1574,243.59480000,1072504.46862400,0
2025-09-01 05:45:00,4405.81,4407.52,4395.77,4397.4,222.6902,1756705799999,979909.19921000,1403,98.97910000,435536.75765100,0
2025-09-01 05:50:00,4397.7,4402.6,4394.71,4396.51,233.9861,1756706099999,1029177.20150700,1156,164.58960000,723850.43692100,0
2025-09-01 05:55:00,4396.59,4398.99,4395.5,4395.51,96.7663,1756706399999,425483.94868200,691,41.14220000,180883.17204200,0
2025-09-01 06:00:00,4395.5,4397.99,4383.8,4383.8,222.3598,1756706699999,976641.09504400,1867,66.06920000,290232.33236200,0
2025-09-01 06:05:00,4383.8,4384.92,4375.3,4382.09,311.0887,1756706999999,1362644.22975400,2021,121.52430000,532313.43179000,0
2025-09-01 06:10:00,4382.1,4392.78,4380.01,4390.31,312.9429,1756707299999,1372903.62214700,1399,116.79690000,512183.47055800,0
2025-09-01 06:15:00,4390.31,4391.06,4382.0,4389.27,258.3525,1756707599999,1133320.21311000,1321,115.24200000,505538.60492500,0
2025-09-01 06:20:00,4389.21,4401.55,4388.69,4401.39,369.8735,1756707899999,1626354.83095700,1729,177.38740000,780014.50726800,0
2025-09-01 06:25:00,4401.55,4403.5,4397.0,4397.01,308.929,1756708199999,1359627.42804200,1070,129.62860000,570530.80197700,0
2025-09-01 06:30:00,4397.43,4403.8,4397.43,4398.24,201.0872,1756708499999,884956.15823500,937,76.43330000,336375.05109100,0
2025-09-01 06:35:00,4397.93,4405.0,4394.97,4404.87,206.6192,1756708799999,909313.03947000,1026,90.43540000,397893.04456200,0
2025-09-01 06:40:00,4404.96,4409.0,4404.0,4406.66,270.8605,1756709099999,1193550.25583900,1240,136.82660000,602899.41558300,0
2025-09-01 06:45:00,4406.65,4409.7,4401.13,4402.53,320.4639,1756709399999,1411775.67637000,1613,134.00480000,590336.16549500,0
2025-09-01 06:50:00,4402.4,4404.99,4398.7,4402.11,308.9138,1756709699999,1359577.02709000,1106,119.81890000,527331.63180500,0
2025-09-01 06:55:00,4402.19,4403.5,4397.61,4398.61,196.5614,1756709999999,864768.42145600,1004,91.34170000,401868.54604600,0
2025-09-01 07:00:00,4398.57,4404.17,4396.22,4400.35,390.3825,1756710299999,1717853.80125600,1710,186.89950000,822323.03418200,0
2025-09-01 07:05:00,4400.42,4400.46,4387.2,4390.78,241.6641,1756710599999,1061458.88399500,1610,75.09490000,329846.93432200,0
2025-09-01 07:10:00,4390.79,4391.99,4381.32,4382.09,323.0004,1756710899999,1416800.09506300,1533,122.23670000,536283.96362800,0
2025-09-01 07:15:00,4382.1,4399.1,4381.2,4397.69,414.4717,1756711199999,1818417.92360000,1784,253.06310000,1110219.83777800,0
2025-09-01 07:20:00,4397.69,4406.02,4396.3,4403.81,553.6944,1756711499999,2437733.62496500,2280,331.74120000,1460434.54692700,0
2025-09-01 07:25:00,4403.3,4426.47,4398.88,4422.0,880.3332,1756711799999,3886679.83637300,3987,470.59030000,2076805.04809300,0
2025-09-01 07:30:00,4422.0,4439.14,4416.52,4430.9,2653.439,1756712099999,11759578.69005400,4900,1366.81160000,6054926.48747600,0
2025-09-01 07:35:00,4430.9,4432.28,4417.5,4417.8,812.4508,1756712399999,3594603.03971200,2905,504.52700000,2232439.80020600,0
2025-09-01 07:40:00,4417.7,4423.22,4415.11,4422.79,403.3348,1756712699999,1782442.42405300,1763,220.62880000,975005.46188900,0
2025-09-01 07:45:00,4422.97,4433.52,4420.0,4431.21,1861.1979,1756712999999,8235283.78888400,2642,1205.22410000,5331120.64536600,0
2025-09-01 07:50:00,4431.21,4459.1,4429.79,4453.51,2072.0337,1756713299999,9213880.01901600,6530,715.68660000,3181595.65427600,0
2025-09-01 07:55:00,4453.09,4464.48,4449.8,4464.1,869.2849,1756713599999,3874184.03880400,3207,449.82930000,2004922.50070000,0
2025-09-01 08:00:00,4463.81,4492.2,4463.41,4488.39,2662.2201,1756713899999,11923567.70431500,8905,1314.04810000,5885345.41701400,0
2025-09-01 08:05:00,4488.69,4491.6,4473.4,4475.68,1917.7804,1756714199999,8589326.47121000,3943,765.33010000,3427047.14764400,0
2025-09-01 08:10:00,4475.67,4483.49,4472.59,4475.11,629.3756,1756714499999,2818191.29392300,2267,267.28960000,1196808.57911500,0
2025-09-01 08:15:00,4475.11,4479.8,4466.67,4476.0,985.9428,1756714799999,4408083.84383700,2931,419.56260000,1876220.76937900,0
2025-09-01 08:20:00,4476.0,4481.29,4472.6,4478.12,637.889,1756715099999,2856371.61567200,2092,348.66280000,1561161.56176300,0
2025-09-01 08:25:00,4478.11,4478.11,4468.39,4468.39,452.6006,1756715399999,2023634.28393900,1736,234.62170000,1048906.35327100,0
2025-09-01 08:30:00,4468.4,4475.42,4467.61,4474.31,590.4364,1756715699999,2639869.39757800,1996,352.12250000,1574386.16713000,0
2025-09-01 08:35:00,4474.26,4477.0,4469.4,4470.6,435.0015,1756715999999,1945682.46204100,1653,137.18970000,613622.44338000,0
2025-09-01 08:40:00,4470.6,4474.5,4468.31,4472.81,326.7342,1756716299999,1460999.44978800,1375,212.65610000,950860.18100600,0
2025-09-01 08:45:00,4472.6,4479.99,4468.8,4479.61,328.6669,1756716599999,1469894.58565100,1390,115.02510000,514518.17490600,0
2025-09-01 08:50:00,4479.61,4484.0,4476.09,4476.09,428.3777,1756716899999,1919374.04829200,1961,209.62360000,939324.79687400,0
2025-09-01 08:55:00,4476.09,4478.2,4473.03,4476.83,412.7535,1756717199999,1847438.23359500,1505,83.46060000,373547.40193200,0
2025-09-01 09:00:00,4476.7,4480.0,4471.51,4477.2,543.9527,1756717499999,2434759.08617500,1858,254.45790000,1138881.35330300,0
2025-09-01 09:05:00,4477.1,4478.04,4472.91,4476.6,202.005,1756717799999,904180.23809100,1436,65.04400000,291156.19887200,0
2025-09-01 09:10:00,4476.6,4483.57,4475.1,4482.66,418.7771,1756718099999,1875870.17431200,1482,279.14470000,1250312.90525500,0
2025-09-01 09:15:00,4482.86,4483.69,4478.4,4481.09,368.7858,1756718399999,1652645.20641500,1465,120.88850000,541747.52108100,0
2025-09-01 09:20:00,4481.09,4482.94,4477.75,4481.21,170.399,1756718699999,763481.55721900,1230,81.34850000,364487.16861300,0
2025-09-01 09:25:00,4481.2,4482.93,4476.12,4477.19,239.2356,1756718999999,1071566.68865300,948,60.87690000,272701.67425600,0
2025-09-01 09:30:00,4477.19,4483.15,4476.04,4478.71,327.6605,1756719299999,1468183.59013800,1071,166.26170000,744909.17675300,0
2025-09-01 09:35:00,4478.77,4480.06,4458.0,4464.05,1357.6447,1756719599999,6062215.87153800,2743,369.98180000,1652114.85948100,0
2025-09-01 09:40:00,4464.05,4464.5,4458.6,4462.61,495.1678,1756719899999,2209208.96733000,1340,279.61110000,1247548.19277700,0
2025-09-01 09:45:00,4462.8,4463.0,4455.0,4455.54,501.8623,1756720199999,2237772.81276800,1843,114.96060000,512540.88673400,0
2025-09-01 09:50:00,4455.55,4456.52,4448.06,4450.6,1179.49,1756720499999,5250684.87672000,2371,558.65110000,2486654.93885500,0
2025-09-01 09:55:00,4450.69,4453.03,4438.04,4442.19,950.022,1756720799999,4223058.15890000,2588,347.84870000,1546246.77344800,0
2025-09-01 10:00:00,4442.2,4442.2,4426.8,4439.65,1259.9739,1756721099999,5585949.45474400,3295,453.07510000,2008951.80547700,0
2025-09-01 10:05:00,4439.64,4442.19,4434.65,4442.19,542.7256,1756721399999,2409068.33003300,1830,231.24640000,1026580.53549100,0
2025-09-01 10:10:00,4442.3,4444.36,4438.38,4443.54,367.8238,1756721699999,1633845.39008500,1241,175.00540000,777383.09686000,0
2025-09-01 10:15:00,4443.53,4445.43,4437.13,4438.47,525.8757,1756721999999,2335241.81747600,1643,165.58450000,735303.18014600,0
2025-09-01 10:20:00,4438.47,4439.59,4432.4,4434.78,603.8981,1756722299999,2677974.14654500,1642,395.85970000,1755360.32245400,0
2025-09-01 10:25:00,4434.7,4436.03,4429.56,4431.79,379.9468,1756722599999,1684306.80135400,1567,201.68390000,894086.82900400,0
2025-09-01 10:30:00,4431.8,4431.8,4406.62,4417.35,1279.3243,1756722899999,5650940.33594100,5123,435.47750000,1923006.78756500,0
2025-09-01 10:35:00,4417.34,4417.98,4393.76,4395.01,1325.8701,1756723199999,5840142.79735500,4764,497.62890000,2191195.79362600,0
2025-09-01 10:40:00,4395.01,4405.73,4392.75,4402.24,752.19,1756723499999,3309137.13436500,2701,353.28190000,1554210.01946300,0
2025-09-01 10:45:00,4402.03,4403.19,4389.64,4396.19,518.6635,1756723799999,2280597.12071900,2230,204.78380000,900677.10534200,0
2025-09-01 10:50:00,4396.19,4403.22,4395.5,4401.87,616.0062,1756724099999,2709627.72215300,1442,428.28150000,1883869.01086900,0
2025-09-01 10:55:00,4401.98,4409.99,4400.51,4408.5,468.3724,1756724399999,2063624.33770700,919,279.08130000,1229665.49585900,0
2025-09-01 11:00:00,4408.69,4414.01,4402.85,4413.6,346.0076,1756724699999,1525343.16038800,963,154.59230000,681568.14520300,0
2025-09-01 11:05:00,4413.59,4416.12,4407.62,4411.41,312.5161,1756724999999,1378938.76497500,774,189.14710000,834646.86737600,0
2025-09-01 11:10:00,4411.12,4411.16,4401.41,4403.13,351.9655,1756725299999,1550742.64249400,878,130.81100000,576352.56096600,0
2025-09-01 11:15:00,4403.12,4409.09,4398.13,4402.46,393.5356,1756725599999,1732916.23036300,1059,136.84680000,602418.91722100,0
2025-09-01 11:20:00,4402.46,4408.29,4401.28,4402.21,266.9115,1756725899999,1175932.95366900,809,117.52470000,517732.65368600,0
2025-09-01 11:25:00,4402.21,4402.89,4398.68,4401.55,193.1493,1756726199999,850028.01242000,692,86.45480000,380458.40615400,0
2025-09-01 11:30:00,4401.65,4402.49,4388.88,4398.9,625.3684,1756726499999,2749124.83270600,1648,273.59790000,1202545.13656500,0
2025-09-01 11:35:00,4398.9,4400.6,4386.05,4390.09,768.7345,1756726799999,3375715.48832400,1444,236.36510000,1037878.76664800,0
2025-09-01 11:40:00,4390.26,4393.18,4383.17,4383.66,522.5215,1756727099999,2292732.88340800,1344,183.22360000,803982.76293900,0
2025-09-01 11:45:00,4383.66,4392.1,4383.34,4391.6,305.4914,1756727399999,1340409.71006400,899,160.32900000,703522.70161100,0
2025-09-01 11:50:00,4391.6,4398.29,4388.18,4397.87,349.8965,1756727699999,1536966.16184700,897,188.81120000,829370.27776100,0
2025-09-01 11:55:00,4397.86,4403.0,4392.21,4393.74,671.3833,1756727999999,2953467.77212600,981,448.25770000,1972234.15742200,0
2025-09-01 12:00:00,4393.59,4393.78,4385.0,4390.5,401.5246,1756728299999,1762121.30517100,987,120.64560000,529642.47370900,0
2025-09-01 12:05:00,4390.6,4407.69,4390.6,4405.09,689.7513,1756728599999,3036584.14715600,1285,520.67430000,2292003.13430200,0
2025-09-01 12:10:00,4405.16,4405.17,4395.51,4400.3,570.7063,1756728899999,2510827.38150500,785,302.38530000,1330117.48167100,0
2025-09-01 12:15:00,4400.3,4402.2,4394.9,4400.83,306.3127,1756729199999,1347744.96695000,698,175.70520000,773084.43584800,0
2025-09-01 12:20:00,4400.92,4408.14,4397.4,4408.11,335.679,1756729499999,1478064.94372600,657,249.90340000,1100437.11412800,0
2025-09-01 12:25:00,4408.11,4413.0,4405.0,4405.14,349.4898,1756729799999,1540993.22601700,885,211.18850000,931183.19332700,0
2025-09-01 12:30:00,4405.59,4407.33,4399.73,4405.3,421.0143,1756730099999,1853955.54661500,865,119.50680000,526214.15795600,0
2025-09-01 12:35:00,4405.01,4410.02,4403.62,4406.3,327.5371,1756730399999,1443903.47322900,577,186.17270000,820780.83832400,0
2025-09-01 12:40:00,4406.22,4406.3,4394.64,4398.38,328.413,1756730699999,1444781.06856700,700,164.76720000,724774.07363700,0
2025-09-01 12:45:00,4398.04,4404.6,4395.71,4402.8,229.5142,1756730999999,1010179.53961100,603,118.60490000,521931.66333600,0
2025-09-01 12:50:00,4402.84,4405.89,4396.08,4402.58,276.8635,1756731299999,1218288.29774100,754,167.64430000,737580.61931000,0
2025-09-01 12:55:00,4402.84,4407.28,4400.5,4403.73,313.6047,1756731599999,1381226.31369900,775,167.04040000,735729.30035000,0
2025-09-01 13:00:00,4403.74,4408.2,4397.76,4403.1,442.3105,1756731899999,1947574.95473300,1037,236.80860000,1042659.43840700,0
2025-09-01 13:05:00,4403.05,4414.57,4401.21,4411.69,473.8888,1756732199999,2089041.51201500,1052,270.92570000,1194087.87428500,0
2025-09-01 13:10:00,4411.62,4411.62,4403.8,4409.3,434.1373,1756732499999,1913497.76850600,955,211.51060000,932172.43326900,0
2025-09-01 13:15:00,4409.3,4409.96,4399.21,4409.06,490.2331,1756732799999,2160127.81173300,1194,297.87600000,1312659.21871900,0
2025-09-01 13:20:00,4408.81,4419.64,4408.81,4416.56,401.2391,1756733099999,1771619.35389100,1246,229.20130000,1011985.12046100,0
2025-09-01 13:25:00,4416.6,4424.35,4412.8,4416.69,580.286,1756733399999,2564756.15944100,1561,312.02710000,1379323.22748800,0
2025-09-01 13:30:00,4416.69,4417.54,4398.85,4403.9,602.2931,1756733699999,2654536.99908900,1515,290.52070000,1280608.45137700,0
2025-09-01 13:35:00,4403.94,4405.74,4393.11,4397.14,769.2737,1756733999999,3383470.90900500,1658,246.37860000,1083508.07313600,0
2025-09-01 13:40:00,4396.89,4400.7,4386.45,4387.6,936.2225,1756734299999,4112399.02480400,1615,389.81810000,1712493.45743500,0
2025-09-01 13:45:00,4387.6,4391.8,4373.46,4386.3,995.5608,1756734599999,4362712.98354300,3050,435.91760000,1910167.30687300,0
2025-09-01 13:50:00,4386.11,4390.69,4382.11,4383.48,387.3749,1756734899999,1699318.90041100,1271,183.83420000,806427.35112600,0
2025-09-01 13:55:00,4382.8,4387.77,4376.11,4386.4,681.1052,1756735199999,2984856.98469300,1413,381.02190000,1669855.87387000,0
2025-09-01 14:00:00,4386.41,4396.79,4384.39,4394.7,462.456,1756735499999,2031156.05903500,1424,315.67860000,1386627.73553700,0
2025-09-01 14:05:00,4394.61,4401.32,4391.2,4394.27,465.177,1756735799999,2045558.73851000,1450,290.63840000,1278115.09581000,0
2025-09-01 14:10:00,4394.0,4401.43,4388.6,4398.64,297.9405,1756736099999,1309559.35748200,1022,157.64350000,692988.45686800,0
2025-09-01 14:15:00,4398.64,4403.51,4389.84,4393.06,431.7479,1756736399999,1898565.45412700,1066,239.99570000,1055359.98627800,0
2025-09-01 14:20:00,4393.07,4400.74,4387.6,4399.66,353.9145,1756736699999,1555817.05537200,992,233.11060000,1024835.98852600,0
2025-09-01 14:25:00,4399.66,4402.7,4395.56,4398.93,282.4025,1756736999999,1242526.48554500,733,166.84440000,734182.17056800,0
2025-09-01 14:30:00,4398.94,4402.89,4388.0,4388.91,264.4859,1756737299999,1162055.44009600,953,88.47510000,388832.29322600,0
2025-09-01 14:35:00,4388.91,4394.99,4384.91,4391.66,482.7284,1756737599999,2119111.94399400,975,266.99810000,1172078.06041200,0
2025-09-01 14:40:00,4391.4,4393.33,4386.72,4391.97,156.254,1756737899999,686089.06963300,538,112.06760000,492102.33038800,0
2025-09-01 14:45:00,4391.97,4393.78,4380.7,4386.92,222.0853,1756738199999,973964.29751000,754,70.93580000,311119.22433900,0
2025-09-01 14:50:00,4386.6,4401.79,4385.6,4398.9,346.8993,1756738499999,1525005.09050400,1149,219.58600000,965382.04362900,0
2025-09-01 14:55:00,4398.93,4403.38,4395.41,4397.29,151.6489,1756738799999,667284.32513900,619,94.24450000,414695.47899000,0
2025-09-01 15:00:00,4397.02,4400.99,4390.58,4400.71,335.6592,1756739099999,1475165.09324400,1027,179.89840000,790659.48069000,0
2025-09-01 15:05:00,4400.5,4406.52,4386.07,4388.55,267.6853,1756739399999,1176783.36280100,1159,104.80640000,460858.28377300,0
2025-09-01 15:10:00,4388.94,4390.15,4376.61,4384.9,519.7181,1756739699999,2279053.62519400,1293,195.25430000,856181.64129000,0
2025-09-01 15:15:00,4384.9,4391.39,4379.81,4391.09,313.1093,1756739999999,1373738.86096400,792,139.27790000,611009.77374300,0
2025-09-01 15:20:00,4390.99,4391.1,4374.21,4378.0,361.1644,1756740299999,1582349.06795700,920,93.83940000,411067.25406700,0
2025-09-01 15:25:00,4378.0,4380.99,4368.48,4371.99,948.5316,1756740599999,4147754.32425700,1964,446.34290000,1951545.58614700,0
2025-09-01 15:30:00,4371.89,4375.49,4362.06,4367.75,560.2903,1756740899999,2446886.25969300,1837,210.20960000,917996.64885600,0
2025-09-01 15:35:00,4367.75,4375.68,4364.72,4372.27,317.8365,1756741199999,1388955.11774300,735,164.51420000,719015.59585700,0
2025-09-01 15:40:00,4372.8,4374.87,4365.6,4367.31,404.5051,1756741499999,1767389.71574100,782,116.27420000,507936.20533700,0
2025-09-01 15:45:00,4368.0,4374.9,4362.05,4363.31,261.1081,1756741799999,1140253.19815500,769,86.45550000,377690.92473200,0
2025-09-01 15:50:00,4363.3,4366.17,4346.89,4354.5,1785.8439,1756742099999,7774394.28725000,3960,728.13890000,3169532.43672500,0
2025-09-01 15:55:00,4354.06,4363.23,4351.1,4362.61,452.4442,1756742399999,1972277.81722900,884,294.44100000,1283566.26981300,0
2025-09-01 16:00:00,4362.11,4365.97,4349.46,4354.9,580.0003,1756742699999,2526972.82859200,1444,278.80040000,1214951.41174500,0
2025-09-01 16:05:00,4355.1,4367.24,4354.71,4363.1,335.5033,1756742999999,1463630.36460400,1221,196.45840000,857066.60056700,0
2025-09-01 16:10:00,4363.29,4368.09,4358.94,4366.17,441.7876,1756743299999,1927914.56529700,937,264.87770000,1155901.64413200,0
2025-09-01 16:15:00,4366.17,4367.22,4355.03,4366.84,395.1497,1756743599999,1723393.05186600,923,222.50930000,970481.34426700,0
2025-09-01 16:20:00,4366.83,4372.65,4362.41,4365.7,473.7631,1756743899999,2069397.86821700,1089,216.94520000,947692.51530000,0
2025-09-01 16:25:00,4365.79,4369.09,4361.51,4362.2,213.0127,1756744199999,930019.81184700,637,66.83470000,291788.38623400,0
