timestamp,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore,timestamp_local
2025-09-01 00:00:00+00:00,200.68,200.68,199.65,199.72,8490.53,2025-09-01 02:04:59.999000+02:00,1700022.22209000,2612,1843.54400000,369220.69608000,0,2025-09-01 02:00:00+02:00
2025-09-01 00:05:00+00:00,199.72,200.93,199.25,200.41,13473.897,2025-09-01 02:09:59.999000+02:00,2693990.84512000,2263,6198.10400000,1239211.04796000,0,2025-09-01 02:05:00+02:00
2025-09-01 00:10:00+00:00,200.44,200.68,200.03,200.05,2867.362,2025-09-01 02:14:59.999000+02:00,574501.83374000,783,1101.22800000,220640.37442000,0,2025-09-01 02:10:00+02:00
2025-09-01 00:15:00+00:00,200.07,200.52,200.02,200.34,3826.913,2025-09-01 02:19:59.999000+02:00,766192.14721000,711,1408.98400000,282072.12776000,0,2025-09-01 02:15:00+02:00
2025-09-01 00:20:00+00:00,200.39,200.45,199.32,199.49,6299.39,2025-09-01 02:24:59.999000+02:00,1258618.56709000,1175,2222.33400000,444145.74113000,0,2025-09-01 02:20:00+02:00
2025-09-01 00:25:00+00:00,199.51,199.59,198.68,199.12,15460.591,2025-09-01 02:29:59.999000+02:00,3078814.70356000,2257,5902.64300000,1175325.73228000,0,2025-09-01 02:25:00+02:00
2025-09-01 00:30:00+00:00,199.08,199.53,198.71,199.03,6216.497,2025-09-01 02:34:59.999000+02:00,1237950.23932000,842,2787.94200000,555198.54064000,0,2025-09-01 02:30:00+02:00
2025-09-01 00:35:00+00:00,199.05,199.15,198.55,198.82,9182.153,2025-09-01 02:39:59.999000+02:00,1826059.13269000,945,4000.45500000,795518.43941000,0,2025-09-01 02:35:00+02:00
2025-09-01 00:40:00+00:00,198.84,200.47,198.77,200.25,7317.651,2025-09-01 02:44:59.999000+02:00,1461519.76957000,1337,3392.28500000,678201.17976000,0,2025-09-01 02:40:00+02:00
2025-09-01 00:45:00+00:00,200.26,201.43,200.05,200.34,10701.909,2025-09-01 02:49:59.999000+02:00,2148373.94560000,2248,6021.59900000,1208994.80442000,0,2025-09-01 02:45:00+02:00
